Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,City,city_risk_score,parts_inflation_index,no_claim_score,income_risk_ratio,location_score,income_risk_ratio_log
RX13282,Oregon,12168.74492,Yes,Basic,Bachelor,2/5/11,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,Antalya,3,1.0,1,0.09216589861751152,2,0.08816278759467164
QA85890,Arizona,5849.321498,No,Extended,High School or Below,1/14/11,Unemployed,F,0,Suburban,Single,83,2,47,0,4,Corporate Auto,Corporate L2,Offer3,Agent,540.514115,Four-Door Car,Medsize,Izmir,4,1.0,1,83.0,2,4.430816798843313
IR62668,Arizona,5085.836595,No,Basic,Bachelor,2/10/11,Employed,F,31546,Rural,Divorced,65,4,83,0,9,Personal Auto,Personal L3,Offer1,Branch,100.049832,Four-Door Car,Medsize,Izmir,4,1.0,1,0.02472579724846256,1,0.02442506192233461
AL96740,California,2903.939763,No,Basic,College,1/12/11,Employed,F,67763,Rural,Married,73,17,69,1,1,Personal Auto,Personal L3,Offer1,Agent,59.861963,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.012927408762894204,1,0.012844563037363902
QC55306,Washington,31162.6933,No,Extended,High School or Below,1/15/11,Employed,M,83170,Urban,Married,97,0,53,0,2,Personal Auto,Personal L2,Offer2,Agent,344.118069,Four-Door Car,Medsize,Ankara,4,1.0,1,0.013995431044847902,3,0.013898399285908882
VO78441,Washington,3086.873854,No,Extended,Master,2/10/11,Medical Leave,F,19464,Suburban,Single,84,10,94,1,1,Personal Auto,Personal L2,Offer3,Agent,871.505797,Four-Door Car,Small,Ankara,4,1.0,2,0.051787916152897656,2,0.05049149337626619
JH62891,Oregon,5178.704151,No,Basic,College,2/2/11,Employed,F,66943,Rural,Married,65,33,10,1,7,Special Auto,Special L2,Offer3,Call Center,53.084753,Four-Door Car,Medsize,Antalya,3,1.0,4,0.01165170368821236,1,0.011584345310459184
FI20423,Arizona,14024.35839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10,55,0,2,Special Auto,Special L1,Offer2,Web,256.43803,Four-Door Car,Medsize,Izmir,4,1.0,2,0.016855579441078756,1,0.016715100533268995
XF57481,Washington,10640.93932,No,Extended,Master,1/19/11,Employed,M,50450,Rural,Single,90,11,68,0,2,Personal Auto,Personal L3,Offer4,Branch,135.892444,Two-Door Car,Medsize,Ankara,4,1.0,2,0.021407333994053517,1,0.02118141554051494
YV67971,California,4949.803822,No,Basic,High School or Below,1/21/11,Employed,F,21342,Rural,Married,62,34,72,0,3,Personal Auto,Personal L2,Offer3,Agent,74.350893,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.03486083778464998,1,0.03426696143056593
QD31377,California,8595.665294,No,Basic,Bachelor,1/8/11,Employed,M,34621,Suburban,Married,108,21,32,1,8,Corporate Auto,Corporate L3,Offer1,Branch,621.464468,SUV,Medsize,Istanbul,5,1.0,3,0.03743392738511308,2,0.036750286646691964
YG10247,Oregon,22951.892,No,Basic,College,1/20/11,Employed,M,62396,Suburban,Married,64,13,18,0,2,Personal Auto,Personal L2,Offer3,Call Center,307.2,Four-Door Car,Small,Antalya,3,1.0,3,0.012308481312904672,2,0.01223334784777449
FE73696,Oregon,3792.13031,No,Extended,High School or Below,1/7/11,Employed,M,97212,Urban,Married,93,28,61,0,1,Personal Auto,Personal L1,Offer2,Call Center,360.05589,Two-Door Car,Medsize,Antalya,3,1.0,4,0.011480064189606221,3,0.011414668276325141
SW19699,Arizona,2755.747968,No,Basic,Bachelor,1/7/11,Employed,F,49648,Rural,Divorced,70,0,23,0,1,Personal Auto,Personal L3,Offer2,Call Center,65.954813,Four-Door Car,Medsize,Izmir,4,1.0,1,0.016919110538188852,1,0.01677757657591402
QJ40732,Arizona,4880.339614,No,Basic,College,1/23/11,Employed,M,97984,Suburban,Married,61,1,36,1,5,Personal Auto,Personal L2,Offer2,Agent,407.450118,Four-Door Car,Small,Izmir,4,1.0,1,0.007470607446113652,2,0.007442840662383172
HM76207,California,9051.905275,No,Basic,College,2/3/11,Employed,F,26308,Suburban,Married,114,10,30,0,3,Corporate Auto,Corporate L3,Offer3,Web,547.2,SUV,Medsize,Istanbul,5,1.0,2,0.05199939181997871,2,0.050692536197460045
NT59303,Oregon,10115.44622,No,Premium,College,1/17/11,Employed,F,63528,Suburban,Divorced,256,15,23,0,1,Personal Auto,Personal L3,Offer2,Agent,1228.8,Luxury Car,Large,Antalya,3,1.5,3,0.048356630147336606,2,0.047223823953433615
PU41393,Nevada,8269.075366,No,Basic,College,2/18/11,Medical Leave,M,20225,Suburban,Married,114,27,64,1,6,Special Auto,Special L2,Offer3,Call Center,547.2,SUV,Small,Bursa,3,1.0,4,0.06763906056860321,2,0.06544972514813917
QO86948,Nevada,8071.65295,No,Basic,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,112,3,84,0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,Bursa,3,1.0,1,112.0,2,4.727387818712341
QN10888,Oregon,7726.993623,No,Basic,High School or Below,1/24/11,Employed,F,87620,Rural,Married,64,3,15,0,2,Personal Auto,Personal L3,Offer3,Call Center,24.063693,Four-Door Car,Medsize,Antalya,3,1.0,1,0.008765122118237845,1,0.00872693143710605
VY19543,California,8311.1359,No,Basic,Bachelor,1/26/11,Unemployed,F,0,Urban,Married,72,22,79,0,2,Corporate Auto,Corporate L2,Offer2,Agent,311.329282,Four-Door Car,Medsize,Istanbul,5,1.0,3,72.0,3,4.290459441148391
XC15133,Nevada,2574.020376,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23,73,0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,Bursa,3,1.0,3,0.022292083452414974,1,0.02204724689132971
ST43550,Oregon,5727.327124,No,Basic,Bachelor,1/26/11,Employed,M,99934,Suburban,Married,71,9,12,0,3,Special Auto,Special L3,Offer4,Web,460.323855,Four-Door Car,Medsize,Antalya,3,1.0,2,0.008525626913763082,2,0.008489489010212563
YT69858,Washington,5441.42013,No,Basic,Bachelor,1/7/11,Employed,F,85702,Urban,Married,67,9,74,0,6,Personal Auto,Personal L2,Offer4,Branch,249.085887,Two-Door Car,Medsize,Ankara,4,1.0,2,0.009381344659401181,3,0.00933761313980528
JX68983,Oregon,2744.519593,No,Basic,Bachelor,2/9/11,Employed,M,94648,Suburban,Divorced,69,19,64,0,1,Personal Auto,Personal L2,Offer1,Branch,331.2,Four-Door Car,Medsize,Antalya,3,1.0,3,0.008748203871185868,2,0.00871016005142603
HX78576,California,5636.740347,No,Basic,High School or Below,1/25/11,Employed,F,24516,Urban,Married,71,11,23,0,8,Personal Auto,Personal L3,Offer3,Call Center,300.607591,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.034752814488497305,3,0.03416257161256089
ZQ11381,Arizona,16870.3882,No,Extended,Bachelor,1/21/11,Employed,M,61063,Urban,Married,85,21,4,0,2,Personal Auto,Personal L2,Offer2,Agent,262.504882,Four-Door Car,Medsize,Izmir,4,1.0,3,0.016704059741578372,3,0.016566081348523883
ON39271,California,2738.001957,No,Basic,Master,2/21/11,Unemployed,M,0,Urban,Married,74,27,91,0,1,Personal Auto,Personal L2,Offer1,Branch,263.365432,Two-Door Car,Medsize,Istanbul,5,1.0,4,74.0,3,4.31748811353631
SB18278,Oregon,4644.700497,No,Basic,Bachelor,2/14/11,Unemployed,M,0,Suburban,Divorced,64,23,71,0,6,Corporate Auto,Corporate L1,Offer3,Branch,307.2,Four-Door Car,Small,Antalya,3,1.0,3,64.0,2,4.174387269895637
ZT30559,California,4746.686506,No,Basic,High School or Below,1/28/11,Disabled,F,15169,Suburban,Married,63,34,15,0,3,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.04983848638670974,2,0.04863632984869175
XI41106,Arizona,16874.32815,No,Basic,College,2/5/11,Employed,M,55390,Urban,Married,71,34,29,0,2,Corporate Auto,Corporate L3,Offer3,Branch,256.268091,Two-Door Car,Medsize,Izmir,4,1.0,4,0.015381837876873083,3,0.015264736702755494
ZS88847,Oregon,2387.60606,No,Basic,Bachelor,2/20/11,Disabled,F,27592,Suburban,Married,62,6,29,0,1,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large,Antalya,3,1.0,1,0.026964337489127282,2,0.02660720540593794
KR48903,Washington,2504.907557,No,Basic,High School or Below,2/27/11,Employed,M,88264,Suburban,Married,62,8,34,0,1,Personal Auto,Personal L3,Offer1,Branch,297.6,Two-Door Car,Medsize,Ankara,4,1.0,2,0.008429257681500952,2,0.008393929874932447
KR62797,Arizona,4591.625938,No,Basic,High School or Below,1/1/11,Employed,F,83297,Suburban,Married,113,6,28,0,1,Personal Auto,Personal L2,Offer2,Call Center,542.4,SUV,Medsize,Izmir,4,1.0,1,0.016279097686591353,2,0.01614801387991366
ZJ73220,Arizona,13092.58578,No,Basic,College,1/24/11,Unemployed,F,0,Suburban,Single,188,35,82,0,7,Special Auto,Special L2,Offer1,Call Center,1353.6,Luxury Car,Medsize,Izmir,4,1.5,4,180.67000000000007,2,5.202191854450654
FY62633,Oregon,9112.266649,No,Extended,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,90,21,21,0,2,Personal Auto,Personal L1,Offer1,Agent,432.0,Four-Door Car,Medsize,Antalya,3,1.0,3,90.0,2,4.51085950651685
CU36986,California,4165.166581,No,Premium,High School or Below,2/2/11,Employed,F,55897,Suburban,Married,104,33,5,0,1,Personal Auto,Personal L1,Offer1,Branch,499.2,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.02232677961250157,2,0.02208118589161646
WZ53904,Arizona,2659.980563,No,Basic,Bachelor,1/11/11,Employed,M,21297,Rural,Single,71,26,56,0,1,Personal Auto,Personal L3,Offer2,Agent,45.507952,Four-Door Car,Medsize,Izmir,4,1.0,4,0.04000563459642203,1,0.039226131019779654
AA71604,Arizona,11986.59212,No,Extended,Master,1/17/11,Employed,F,87560,Suburban,Married,98,4,86,1,2,Personal Auto,Personal L2,Offer1,Web,470.4,Two-Door Car,Medsize,Izmir,4,1.0,1,0.013430790315212425,2,0.013341396778705342
TD10493,Oregon,2898.732747,No,Extended,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,96,5,7,4,1,Personal Auto,Personal L2,Offer2,Agent,691.2,Four-Door Car,Medsize,Antalya,3,1.0,1,96.0,2,4.574710978503383
LY97989,Oregon,2894.243869,No,Extended,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,85,3,53,0,1,Personal Auto,Personal L3,Offer3,Agent,408.0,Four-Door Car,Medsize,Antalya,3,1.0,1,85.0,2,4.454347296253507
VX39856,Arizona,3500.454354,No,Extended,Doctor,2/13/11,Employed,F,89398,Rural,Married,86,5,57,0,1,Personal Auto,Personal L3,Offer4,Branch,82.409922,Four-Door Car,Medsize,Izmir,4,1.0,1,0.011543882413476812,1,0.011477760187816271
TP51897,California,2621.808611,No,Basic,College,2/20/11,Employed,F,36843,Suburban,Married,68,12,11,3,1,Corporate Auto,Corporate L1,Offer4,Agent,357.642982,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.0221480335477567,2,0.021906328207824302
QQ89253,Oregon,10221.80504,No,Extended,College,1/22/11,Unemployed,F,0,Suburban,Married,134,23,16,0,4,Personal Auto,Personal L3,Offer1,Agent,643.2,SUV,Small,Antalya,3,1.0,3,134.0,2,4.90527477843843
EI91403,California,2578.270957,No,Basic,High School or Below,2/22/11,Employed,M,34946,Suburban,Married,65,30,63,0,1,Personal Auto,Personal L3,Offer2,Call Center,420.35698,Two-Door Car,Small,Istanbul,5,1.0,4,0.022320151090253534,2,0.022074702109846096
QG15435,Arizona,6242.595729,No,Extended,College,1/19/11,Employed,F,75680,Rural,Married,78,27,6,0,6,Personal Auto,Personal L3,Offer2,Agent,136.787725,Four-Door Car,Medsize,Izmir,4,1.0,4,0.012367864693446088,1,0.012292007475695345
FZ55002,Nevada,5220.280968,No,Basic,Doctor,2/14/11,Unemployed,F,0,Suburban,Married,69,23,13,0,7,Personal Auto,Personal L3,Offer4,Agent,331.2,Four-Door Car,Small,Bursa,3,1.0,3,69.0,2,4.248495242049359
KU29408,Washington,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8,23,0,8,Corporate Auto,Corporate L3,Offer1,Agent,158.077504,Sports Car,Medsize,Ankara,4,1.5,2,0.03690154286623191,1,0.036236980541478246
UN37063,Arizona,4525.365839,No,Basic,Bachelor,1/31/11,Medical Leave,M,10269,Urban,Single,65,12,5,0,3,Personal Auto,Personal L1,Offer1,Agent,170.798204,Two-Door Car,Medsize,Izmir,4,1.0,2,0.0759567630733275,3,0.07321027791487997
VB87946,California,4970.357298,No,Basic,College,2/6/11,Employed,M,49714,Urban,Married,63,29,64,3,4,Personal Auto,Personal L3,Offer3,Branch,266.165535,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.015206983948183612,3,0.015092516775961557
AB60627,California,15467.78904,No,Extended,High School or Below,1/28/11,Employed,M,77517,Rural,Married,129,19,20,0,2,Corporate Auto,Corporate L2,Offer3,Branch,98.921782,SUV,Medsize,Istanbul,5,1.0,3,0.019969813073261348,1,0.019773031832023922
TA34903,Oregon,5838.89915,Yes,Basic,High School or Below,1/6/11,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L1,Offer2,Agent,281.295903,Four-Door Car,Large,Antalya,3,1.0,1,0.010803877556054366,3,0.010745932650438899
AQ51368,Oregon,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7,3,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,631.743039,Two-Door Car,Medsize,Antalya,3,1.0,2,0.01455748552522746,2,0.01445254257709068
NZ26102,Oregon,2289.618736,No,Basic,High School or Below,2/28/11,Unemployed,F,0,Suburban,Single,65,8,58,0,1,Personal Auto,Personal L3,Offer2,Branch,468.0,Four-Door Car,Small,Antalya,3,1.0,2,65.0,2,4.189654742026425
GB45753,California,5439.804227,No,Basic,High School or Below,1/25/11,Employed,M,61546,Rural,Married,68,4,27,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,29.209521,Two-Door Car,Large,Istanbul,5,1.0,1,0.013258375848958504,1,0.013171252812330687
BV79904,California,7956.150059,No,Basic,Master,2/13/11,Employed,F,44818,Rural,Divorced,67,25,41,1,2,Personal Auto,Personal L3,Offer1,Web,136.883999,Two-Door Car,Medsize,Istanbul,5,1.0,4,0.01793922084876612,1,0.017780211875187944
OB49075,Arizona,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,Izmir,4,1.0,1,0.044262853251617294,2,0.043311232915631465
DS97676,Oregon,2555.051532,No,Basic,College,2/3/11,Unemployed,F,0,Suburban,Single,72,14,24,0,1,Personal Auto,Personal L2,Offer2,Agent,518.4,Four-Door Car,Large,Antalya,3,1.0,3,72.0,2,4.290459441148391
JO63462,California,3307.99904,No,Extended,Bachelor,2/28/11,Employed,M,79797,Rural,Divorced,84,27,46,0,1,Corporate Auto,Corporate L2,Offer4,Branch,31.755601,Two-Door Car,Medsize,Istanbul,5,1.0,4,0.0126320538366104,1,0.012552935036477659
WZ40465,Washington,5041.29961,No,Basic,Bachelor,1/30/11,Employed,F,36234,Rural,Married,63,0,44,0,5,Personal Auto,Personal L3,Offer3,Web,113.534474,Four-Door Car,Small,Ankara,4,1.0,1,0.020864381520119227,1,0.0206497012905435
RS24501,Oregon,13350.1209,No,Premium,College,1/11/11,Employed,F,28919,Suburban,Single,173,5,88,0,3,Personal Auto,Personal L2,Offer3,Agent,830.4,SUV,Medsize,Antalya,3,1.0,1,0.071786714616688,2,0.06932708260776803
VT78274,Arizona,4931.221348,No,Basic,College,1/17/11,Unemployed,M,0,Suburban,Married,68,6,93,0,8,Personal Auto,Personal L3,Offer1,Agent,480.159011,Four-Door Car,Medsize,Izmir,4,1.0,1,68.0,2,4.23410650459726
SU56153,Nevada,7776.835189,No,Basic,Bachelor,1/4/11,Employed,M,63568,Suburban,Married,65,19,5,0,2,Corporate Auto,Corporate L3,Offer4,Agent,390.792553,Two-Door Car,Medsize,Bursa,3,1.0,3,0.012270324691668765,2,0.012195654455818336
MN20737,Nevada,2553.672212,No,Basic,College,2/26/11,Employed,F,73935,Rural,Married,64,13,29,1,1,Corporate Auto,Corporate L3,Offer4,Call Center,72.071195,Four-Door Car,Medsize,Bursa,3,1.0,3,0.010387502536011362,1,0.010333923149474103
KL43114,Arizona,4876.469668,No,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Married,66,15,56,0,3,Corporate Auto,Corporate L2,Offer2,Branch,316.8,Two-Door Car,Medsize,Izmir,4,1.0,3,66.0,2,4.204692619390966
YQ15567,Oregon,9034.305834,No,Basic,Bachelor,1/4/11,Medical Leave,F,18846,Suburban,Married,115,16,84,0,3,Personal Auto,Personal L2,Offer1,Agent,552.0,SUV,Small,Antalya,3,1.0,3,0.07322508755173511,2,0.07066821569541418
TR88637,Arizona,8105.910755,No,Basic,High School or Below,2/11/11,Employed,F,38893,Rural,Single,103,19,40,0,9,Personal Auto,Personal L1,Offer2,Agent,41.965252,SUV,Small,Izmir,4,1.0,3,0.031779497595968424,1,0.031284979109541575
TC88986,Oregon,5619.689084,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Special Auto,Special L1,Offer2,Web,1027.000029,SUV,Medsize,Antalya,3,1.0,4,153.0,2,5.0369526024136295
XX88577,California,15727.13063,No,Premium,Bachelor,2/28/11,Employed,M,84824,Rural,Married,196,7,4,0,9,Corporate Auto,Corporate L1,Offer2,Branch,319.820747,SUV,Small,Istanbul,5,1.0,2,0.027728001509006884,1,0.02735054205108791
NE49052,California,6618.016423,No,Extended,High School or Below,2/7/11,Medical Leave,F,20068,Urban,Married,86,8,28,0,3,Corporate Auto,Corporate L2,Offer1,Web,411.011162,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.05142515447478573,3,0.050146533860014275
KX17826,Oregon,4670.047979,No,Extended,Doctor,2/25/11,Unemployed,M,0,Suburban,Married,125,21,34,0,1,Corporate Auto,Corporate L3,Offer1,Branch,600.0,SUV,Medsize,Antalya,3,1.0,3,125.0,2,4.836281906951478
CC91503,Arizona,10169.36981,No,Extended,High School or Below,1/3/11,Unemployed,F,0,Suburban,Married,135,32,61,0,8,Personal Auto,Personal L3,Offer1,Agent,648.0,Sports Car,Medsize,Izmir,4,1.5,4,135.0,2,4.912654885736052
WH32183,California,8323.073985,No,Basic,Bachelor,1/20/11,Employed,M,97245,Rural,Divorced,70,29,29,0,2,Personal Auto,Personal L3,Offer2,Web,4.110585,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.008637976245565325,1,0.008600882386280278
ES90681,California,2417.759961,No,Basic,College,2/26/11,Employed,F,51808,Suburban,Married,61,3,12,1,1,Personal Auto,Personal L2,Offer1,Agent,351.149904,Four-Door Car,Small,Istanbul,5,1.0,1,0.014129092032118592,2,0.014030206762169182
DW96592,California,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29,39,0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.011261923771904022,3,0.011198980442833614
MT23134,Oregon,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize,Antalya,3,1.0,3,73.0,2,4.30406509320417
BM69081,Arizona,6947.524013,No,Basic,Bachelor,1/28/11,Unemployed,M,0,Suburban,Single,100,5,54,0,7,Personal Auto,Personal L1,Offer2,Call Center,925.137143,SUV,Medsize,Izmir,4,1.0,1,100.0,2,4.61512051684126
MB90871,Oregon,5847.415237,No,Extended,College,1/26/11,Medical Leave,F,23496,Rural,Married,77,17,88,0,8,Special Auto,Special L1,Offer3,Web,13.164097,Four-Door Car,Medsize,Antalya,3,1.0,3,0.03932584269662921,1,0.03857227478623967
QR15221,Washington,2584.203924,No,Basic,High School or Below,1/4/11,Employed,F,22562,Suburban,Married,65,4,81,0,1,Personal Auto,Personal L3,Offer1,Branch,312.0,Two-Door Car,Medsize,Ankara,4,1.0,1,0.03457140324439323,2,0.03398723780743336
QL77686,Nevada,4724.786102,No,Basic,College,1/5/11,Employed,F,23986,Urban,Married,119,31,3,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,463.335061,SUV,Small,Bursa,3,1.0,4,0.05953472859167848,3,0.057829876472813305
ON77827,Arizona,2790.227993,No,Basic,Master,2/5/11,Medical Leave,F,22974,Urban,Married,71,0,8,0,1,Personal Auto,Personal L3,Offer4,Call Center,180.667969,Four-Door Car,Large,Izmir,4,1.0,1,0.0370854008879603,3,0.036414279653956945
KP18988,Oregon,21531.33284,No,Premium,High School or Below,1/19/11,Unemployed,F,0,Suburban,Single,101,21,35,0,2,Personal Auto,Personal L3,Offer1,Branch,484.8,Four-Door Car,Medsize,Antalya,3,1.0,3,101.0,2,4.624972813284271
TI92884,Arizona,12622.83268,No,Basic,Bachelor,2/15/11,Employed,M,61844,Suburban,Divorced,106,19,74,0,2,Personal Auto,Personal L2,Offer1,Call Center,508.8,Sports Car,Small,Izmir,4,1.5,3,0.02056788047344932,2,0.020359217933074398
JH73503,Arizona,20171.96154,No,Basic,Doctor,2/1/11,Employed,M,24804,Suburban,Married,73,19,98,0,2,Personal Auto,Personal L2,Offer3,Call Center,350.4,Two-Door Car,Small,Izmir,4,1.0,3,0.03531688437348815,2,0.03470754833412891
YE97964,California,16464.36587,No,Basic,Bachelor,2/9/11,Employed,F,27760,Urban,Married,104,13,71,0,2,Personal Auto,Personal L2,Offer1,Web,302.764283,SUV,Small,Istanbul,5,1.0,3,0.044956772334293946,3,0.043975518373891485
VA30351,Oregon,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Personal L2,Offer2,Call Center,340.8,Four-Door Car,Medsize,Antalya,3,1.0,4,0.011443307276976388,2,0.011378327885826581
PV55726,Oregon,4170.687348,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large,Antalya,3,1.0,4,0.043581562690923906,2,0.04265860709766108
UC88305,Arizona,2665.447079,No,Basic,College,2/23/11,Employed,F,52266,Rural,Single,68,14,98,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,141.922839,Two-Door Car,Medsize,Izmir,4,1.0,3,0.015612444036275973,1,0.015491823664493925
TS53809,Oregon,7098.91414,No,Basic,Bachelor,2/7/11,Unemployed,M,0,Suburban,Single,70,18,99,0,2,Personal Auto,Personal L1,Offer1,Agent,349.783046,Two-Door Car,Medsize,Antalya,3,1.0,3,70.0,2,4.2626798770413155
ZV32120,California,3971.345097,No,Basic,Doctor,2/26/11,Employed,M,23599,Suburban,Single,103,20,46,0,1,Corporate Auto,Corporate L3,Offer2,Agent,494.4,SUV,Medsize,Istanbul,5,1.0,3,0.052375100639857626,2,0.05104961030686128
FB80807,Oregon,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medsize,Antalya,3,1.0,3,0.023941476391044113,2,0.023659373022209457
AS55677,California,8338.995787,No,Premium,High School or Below,1/15/11,Employed,F,70534,Rural,Divorced,104,31,71,0,3,Personal Auto,Personal L2,Offer3,Branch,54.065538,Four-Door Car,Medsize,Istanbul,5,1.0,4,0.01769359457850115,1,0.01753888517855038
WA15684,Oregon,38445.85587,No,Extended,College,1/29/11,Employed,M,27398,Suburban,Married,125,4,71,1,2,Personal Auto,Personal L1,Offer4,Call Center,600.0,SUV,Medsize,Antalya,3,1.0,1,0.05474852178991168,2,0.05330237054222172
